source_x,source_y,recv_x,recv_y,time,recv_priority,hopcount,recv_id,source_id,destination_id,
1501, 1538, 1401, 1501, 14087174, 0, 14, 234, 463, 338, 
1401, 1501, 1306, 1498, 14087550, 4, 15, 243, 234, 338, 
1401, 1501, 1260, 1498, 14087550, 3, 15, 416, 234, 338, 
1401, 1501, 1212, 1498, 14087550, 2, 15, 869, 234, 338, 
1401, 1501, 1212, 1498, 14087550, 0, 15, 892, 234, 338, 
1212, 1498, 1145, 1501, 14087873, 3, 16, 438, 892, 338, 
1212, 1498, 1201, 1594, 14087873, 4, 16, 199, 892, 338, 
1212, 1498, 1201, 1634, 14087873, 2, 16, 66, 892, 338, 
1501, 1614, 1498, 1709, 14099375, 4, 15, 246, 89, 338, 
1501, 1614, 1498, 1742, 14099375, 3, 15, 390, 89, 338, 
1501, 1614, 1401, 1501, 14099375, 0, 15, 234, 89, 338, 
1501, 1614, 1498, 1787, 14099375, 1, 15, 870, 89, 338, 
1401, 1501, 1306, 1498, 14099685, 4, 16, 243, 234, 338, 
1401, 1501, 1212, 1498, 14099685, 3, 16, 869, 234, 338, 
1498, 1787, 1498, 1787, 14103856, 4, 16, 747, 870, 338, 
1498, 1787, 1498, 1787, 14103856, 3, 16, 827, 870, 338, 
1498, 1787, 1465, 1801, 14103856, 2, 16, 529, 870, 338, 
1147, 1, 1201, 21, 15000200, 4, 1, 678, 492, 198, 
1147, 1, 1201, 50, 15000200, 2, 1, 493, 492, 198, 
1147, 1, 1201, 85, 15000200, 1, 1, 306, 492, 198, 
1147, 1, 1290, -1, 15000200, 3, 1, 312, 492, 198, 
1201, 85, 1198, 172, 15004678, 2, 2, 168, 306, 198, 
1201, 85, 1198, 220, 15004678, 1, 2, 292, 306, 198, 
1885, -1, 1787, 1, 17000200, 3, 1, 856, 441, 27, 
1885, -1, 1785, 1, 17000200, 4, 1, 797, 441, 27, 
1885, -1, 1768, 1, 17000200, 2, 1, 691, 441, 27, 
1885, -1, 1732, 1, 17000200, 0, 1, 523, 441, 27, 
1732, 1, 1698, 1, 17000588, 1, 2, 328, 523, 27, 
1698, 1, 1648, 1, 17004788, 3, 3, 170, 328, 27, 
1648, 1, 1549, -1, 17016989, 4, 4, 605, 170, 27, 
1648, 1, 1501, 24, 17016989, 1, 4, 730, 170, 27, 
1648, 1, 1487, 1, 17016989, 3, 4, 838, 170, 27, 
1501, 24, 1501, 55, 17021189, 4, 5, 565, 730, 27, 
1501, 24, 1501, 95, 17021189, 3, 5, 371, 730, 27, 
1501, 24, 1501, 133, 17021189, 2, 5, 200, 730, 27, 
1501, 24, 1498, 179, 17021189, 0, 5, 212, 730, 27, 
1498, 179, 1498, 276, 17021630, 2, 6, 725, 212, 27, 
1498, 179, 1498, 287, 17021630, 0, 6, 876, 212, 27, 
1498, 179, 1501, 312, 17021630, 3, 6, 839, 212, 27, 
1498, 287, 1498, 287, 17022057, 4, 7, 818, 876, 27, 
1498, 287, 1469, 301, 17022057, 2, 7, 708, 876, 27, 
1498, 287, 1437, 301, 17022057, 0, 7, 542, 876, 27, 
1437, 301, 1408, 301, 17022328, 1, 8, 345, 542, 27, 
1437, 301, 1371, 298, 17022328, 27, 8, 27, 542, 27, 
1, 1905, 52, 1798, 18000200, 2, 1, 663, 414, 194, 
1, 1905, 130, 1798, 18000200, 4, 1, 308, 414, 194, 
52, 1798, 88, 1798, 18008628, 4, 2, 476, 663, 194, 
52, 1798, 111, 1801, 18008628, 3, 2, 51, 663, 194, 
52, 1798, 130, 1798, 18008628, 2, 2, 308, 663, 194, 
130, 1798, 151, 1801, 18016828, 3, 3, 259, 308, 194, 
130, 1798, 173, 1798, 18016828, 4, 3, 107, 308, 194, 
130, 1798, 192, 1801, 18016828, 2, 3, 426, 308, 194, 
130, 1798, 265, 1801, 18016828, 1, 3, 749, 308, 194, 
265, 1801, 298, 1787, 18021028, 3, 4, 894, 749, 194, 
265, 1801, 298, 1785, 18021028, 4, 4, 836, 749, 194, 
265, 1801, 396, 1798, 18021029, 1, 4, 477, 749, 194, 
265, 1801, 423, 1798, 18021029, 0, 4, 280, 749, 194, 
423, 1798, 474, 1798, 18021326, 4, 5, 101, 280, 194, 
423, 1798, 543, 1801, 18021326, 2, 5, 669, 280, 194, 
543, 1801, 673, 1798, 18029527, 1, 6, 530, 669, 194, 
298, 1787, 392, 1801, 18033402, 4, 5, 86, 894, 194, 
298, 1787, 396, 1798, 18033402, 3, 5, 477, 894, 194, 
673, 1798, 726, 1798, 18033727, 3, 7, 338, 530, 194, 
673, 1798, 749, 1798, 18033727, 2, 7, 159, 530, 194, 
673, 1798, 787, 1801, 18033727, 4, 7, 352, 530, 194, 
673, 1798, 816, 1801, 18033727, 1, 7, 532, 530, 194, 
816, 1801, 898, 1736, 18037927, 3, 8, 583, 532, 194, 
816, 1801, 898, 1695, 18037927, 0, 8, 403, 532, 194, 
816, 1801, 898, 1654, 18037928, 194, 8, 194, 532, 194, 
430, 1198, 465, 1198, 20000200, 1, 1, 236, 428, 36, 
430, 1198, 510, 1201, 20000200, 0, 1, 557, 428, 36, 
510, 1201, 598, 1070, 20000562, 3, 2, 389, 557, 36, 
598, 1070, 601, 992, 20012763, 3, 3, 600, 389, 36, 
601, 992, 644, 898, 20024963, 2, 4, 773, 600, 36, 
601, 992, 681, 898, 20024963, 4, 4, 644, 600, 36, 
601, 992, 723, 898, 20024963, 1, 4, 470, 600, 36, 
723, 898, 751, 898, 20029163, 1, 5, 266, 470, 36, 
723, 898, 807, 898, 20029163, 0, 5, 90, 470, 36, 
807, 898, 898, 986, 20029604, 0, 6, 71, 90, 36, 
898, 986, 898, 875, 20029940, 4, 7, 829, 71, 36, 
898, 986, 1005, 901, 20029940, 0, 7, 116, 71, 36, 
898, 986, 1026, 898, 20029940, 1, 7, 435, 71, 36, 
1005, 901, 1084, 901, 20030224, 3, 8, 450, 116, 36, 
1005, 901, 1159, 901, 20030225, 2, 8, 772, 116, 36, 
1005, 901, 1182, 901, 20030225, 0, 8, 849, 116, 36, 
1182, 901, 1234, 898, 20030665, 4, 9, 798, 849, 36, 
1182, 901, 1271, 898, 20030665, 2, 9, 697, 849, 36, 
1182, 901, 1309, 898, 20030665, 1, 9, 528, 849, 36, 
1309, 898, 1326, 901, 20034865, 3, 10, 207, 528, 36, 
1309, 898, 1337, 898, 20034865, 2, 10, 336, 528, 36, 
1309, 898, 1369, 901, 20034865, 1, 10, 439, 528, 36, 
1309, 898, 1395, 898, 20034866, 0, 10, 174, 528, 36, 
1309, 898, 1201, 740, 20034866, 4, 10, 369, 528, 36, 
898, 754, 898, 790, 21000200, 3, 1, 584, 393, 331, 
898, 754, 898, 839, 21000200, 1, 1, 734, 393, 331, 
898, 754, 898, 867, 21000200, 0, 1, 829, 393, 331, 
898, 867, 1017, 901, 21001090, 4, 2, 270, 829, 331, 
1017, 901, 1071, 901, 21017290, 4, 3, 450, 270, 331, 
1017, 901, 1114, 901, 21017290, 1, 3, 635, 270, 331, 
1017, 901, 1177, 901, 21017291, 0, 3, 849, 270, 331, 
1177, 901, 1212, 898, 21017718, 4, 4, 884, 849, 331, 
1177, 901, 1245, 898, 21017718, 3, 4, 798, 849, 331, 
1177, 901, 1285, 898, 21017718, 2, 4, 697, 849, 331, 
1177, 901, 1322, 898, 21017718, 1, 4, 528, 849, 331, 
1177, 901, 1349, 898, 21017718, 0, 4, 336, 849, 331, 
1349, 898, 1356, 901, 21017976, 3, 5, 439, 336, 331, 
1349, 898, 1408, 898, 21017976, 1, 5, 174, 336, 331, 
1349, 898, 1498, 1002, 21017977, 0, 5, 78, 336, 331, 
1498, 1002, 1498, 1051, 21018365, 2, 6, 400, 78, 331, 
1498, 1002, 1498, 1102, 21018365, 1, 6, 581, 78, 331, 
1498, 1002, 1501, 1137, 21018365, 0, 6, 99, 78, 331, 
1501, 1137, 1590, 1201, 21018702, 1, 7, 146, 99, 331, 
1501, 1137, 1629, 1201, 21018702, 4, 7, 332, 99, 331, 
1590, 1201, 1421, 1201, 21022902, 3, 8, 710, 146, 331, 
1285, 898, 1322, 898, 21025918, 4, 5, 528, 697, 331, 
1285, 898, 1349, 898, 21025918, 3, 5, 336, 697, 331, 
1285, 898, 1356, 901, 21025918, 1, 5, 439, 697, 331, 
1285, 898, 1409, 898, 21025918, 2, 5, 174, 697, 331, 
1285, 898, 1198, 994, 21025918, 0, 5, 167, 697, 331, 
1356, 901, 1498, 1002, 21030119, 4, 6, 78, 439, 331, 
1421, 1201, 1458, 1201, 21035102, 3, 9, 811, 710, 331, 
1421, 1201, 1498, 1343, 21035103, 2, 9, 444, 710, 331, 
1498, 1343, 1498, 1387, 21043303, 3, 10, 623, 444, 331, 
1498, 1002, 1498, 1051, 21046319, 2, 7, 400, 78, 331, 
1498, 1002, 1498, 1101, 21046319, 1, 7, 581, 78, 331, 
1458, 1201, 1498, 1343, 21047303, 2, 10, 444, 811, 331, 
1498, 1343, 1498, 1387, 21055503, 3, 11, 623, 444, 331, 
1498, 1343, 1501, 1402, 21055503, 4, 11, 227, 444, 331, 
2098, 159, 1972, 301, 22000200, 1, 1, 561, 473, 220, 
1972, 301, 1946, 298, 22004786, 4, 2, 540, 561, 220, 
1972, 301, 1899, 298, 22004786, 1, 2, 706, 561, 220, 
1972, 301, 1898, 301, 22004786, 2, 2, 261, 561, 220, 
1899, 298, 1849, 298, 22009299, 3, 3, 808, 706, 220, 
1849, 298, 1798, 395, 22021499, 1, 4, 239, 808, 220, 
1849, 298, 1801, 415, 22021499, 2, 4, 613, 808, 220, 
1849, 298, 1798, 174, 22021499, 4, 4, 559, 808, 220, 
1849, 298, 1801, 460, 22021499, 0, 4, 406, 808, 220, 
1801, 460, 1801, 553, 22021783, 2, 5, 38, 406, 220, 
1801, 553, 1798, 516, 22029984, 0, 6, 757, 38, 220, 
1801, 553, 1801, 705, 22029984, 2, 6, 641, 38, 220, 
1798, 174, 1798, 220, 22037699, 2, 5, 735, 559, 220, 
1798, 220, 1801, 415, 22045900, 0, 6, 613, 735, 220, 
1801, 415, 1801, 495, 22046223, 4, 7, 191, 613, 220, 
1801, 415, 1750, 298, 22046223, 1, 7, 64, 613, 220, 
1750, 298, 1681, 301, 22050423, 1, 8, 510, 64, 220, 
1750, 298, 1579, 301, 22050424, 0, 8, 111, 64, 220, 
1579, 301, 1498, 260, 22050851, 2, 9, 818, 111, 220, 
1579, 301, 1498, 354, 22050851, 1, 9, 172, 111, 220, 
1579, 301, 1501, 379, 22050851, 4, 9, 744, 111, 220, 
1579, 301, 1436, 298, 22050851, 0, 9, 27, 111, 220, 
1436, 298, 1373, 301, 22051239, 3, 10, 542, 27, 220, 
1436, 298, 1351, 301, 22051240, 2, 10, 345, 27, 220, 
1436, 298, 1335, 298, 22051240, 1, 10, 550, 27, 220, 
1436, 298, 1289, 298, 22051240, 4, 10, 714, 27, 220, 
1335, 298, 1198, 287, 22055440, 2, 11, 893, 550, 220, 
1335, 298, 1198, 287, 22055440, 3, 11, 882, 550, 220, 
1335, 298, 1198, 276, 22055440, 4, 11, 855, 550, 220, 
1335, 298, 1201, 374, 22055440, 1, 11, 731, 550, 220, 
1498, 260, 1498, 354, 22059051, 2, 10, 172, 818, 220, 
1498, 260, 1501, 379, 22059051, 4, 10, 744, 818, 220, 
1498, 260, 1501, 419, 22059052, 1, 10, 590, 818, 220, 
1201, 374, 1198, 489, 22059640, 4, 12, 634, 731, 220, 
1201, 374, 1106, 298, 22059641, 3, 12, 260, 731, 220, 
1201, 374, 1092, 301, 22059641, 1, 12, 645, 731, 220, 
1201, 374, 1067, 301, 22059641, 0, 12, 464, 731, 220, 
1067, 301, 1025, 301, 22059990, 4, 13, 284, 464, 220, 
1067, 301, 1015, 298, 22059990, 3, 13, 624, 464, 220, 
1067, 301, 997, 301, 22059990, 2, 13, 122, 464, 220, 
1067, 301, 898, 370, 22059990, 1, 13, 131, 464, 220, 
1067, 301, 898, 413, 22059990, 0, 13, 313, 464, 220, 
898, 413, 901, 441, 22060404, 4, 14, 482, 313, 220, 
898, 413, 901, 482, 22060405, 3, 14, 278, 313, 220, 
898, 413, 901, 506, 22060405, 2, 14, 133, 313, 220, 
898, 413, 817, 298, 22060405, 1, 14, 162, 313, 220, 
1801, 495, 1798, 516, 22062423, 4, 8, 757, 191, 220, 
1801, 495, 1798, 470, 22062423, 3, 8, 594, 191, 220, 
1801, 495, 1801, 554, 22062423, 1, 8, 38, 191, 220, 
1501, 419, 1411, 301, 22063252, 1, 11, 708, 590, 220, 
1501, 419, 1373, 301, 22063252, 2, 11, 542, 590, 220, 
1501, 419, 1351, 301, 22063252, 0, 11, 345, 590, 220, 
1351, 301, 1198, 287, 22063654, 3, 12, 893, 345, 220, 
1351, 301, 1198, 367, 22063654, 2, 12, 138, 345, 220, 
1351, 301, 1201, 374, 22063654, 1, 12, 731, 345, 220, 
817, 298, 737, 298, 22064605, 4, 15, 538, 162, 220, 
817, 298, 735, 301, 22064605, 3, 15, 459, 162, 220, 
817, 298, 700, 301, 22064605, 2, 15, 274, 162, 220, 
817, 298, 662, 301, 22064605, 0, 15, 117, 162, 220, 
662, 301, 598, 329, 22064994, 3, 16, 44, 117, 220, 
662, 301, 598, 254, 22064994, 4, 16, 842, 117, 220, 
662, 301, 601, 408, 22064994, 2, 16, 677, 117, 220, 
662, 301, 536, 298, 22064994, 1, 16, 11, 117, 220, 
1801, 554, 1798, 516, 22066623, 0, 9, 757, 38, 220, 
1201, 374, 1198, 488, 22067854, 4, 13, 634, 731, 220, 
1201, 374, 1107, 298, 22067854, 3, 13, 260, 731, 220, 
1201, 374, 1092, 301, 22067854, 1, 13, 645, 731, 220, 
1201, 374, 1067, 301, 22067854, 0, 13, 464, 731, 220, 
1201, 374, 1025, 301, 22067854, 2, 13, 284, 731, 220, 
1067, 301, 1025, 301, 22068307, 4, 14, 284, 464, 220, 
1067, 301, 1015, 298, 22068307, 3, 14, 624, 464, 220, 
1067, 301, 997, 301, 22068308, 2, 14, 122, 464, 220, 
1067, 301, 898, 370, 22068308, 1, 14, 131, 464, 220, 
1067, 301, 898, 413, 22068308, 0, 14, 313, 464, 220, 
898, 413, 901, 441, 22068592, 4, 15, 482, 313, 220, 
898, 413, 901, 483, 22068592, 3, 15, 278, 313, 220, 
898, 413, 901, 506, 22068592, 2, 15, 133, 313, 220, 
898, 413, 796, 301, 22068593, 0, 15, 646, 313, 220, 
796, 301, 700, 301, 22068851, 4, 16, 274, 646, 220, 
796, 301, 688, 298, 22068851, 3, 16, 709, 646, 220, 
796, 301, 662, 301, 22068851, 2, 16, 117, 646, 220, 
796, 301, 598, 329, 22068851, 0, 16, 44, 646, 220, 
901, 506, 898, 671, 22068968, 1, 15, 219, 133, 220, 
898, 671, 898, 639, 22073168, 4, 16, 5, 219, 220, 
898, 671, 824, 598, 22073168, 1, 16, 18, 219, 220, 
898, 671, 778, 601, 22073168, 0, 16, 629, 219, 220, 
898, 671, 751, 598, 22073168, 3, 16, 502, 219, 220, 
901, 506, 898, 671, 22076793, 1, 16, 219, 133, 220, 
1198, 488, 1198, 529, 22084054, 3, 14, 770, 634, 220, 
1198, 488, 1198, 569, 22084054, 1, 14, 845, 634, 220, 
1198, 488, 1198, 585, 22084055, 4, 14, 879, 634, 220, 
1198, 488, 1198, 587, 22084055, 0, 14, 896, 634, 220, 
1198, 488, 1198, 636, 22084055, 2, 14, 120, 634, 220, 
1198, 587, 1147, 598, 22084326, 0, 15, 45, 896, 220, 
1147, 598, 1037, 601, 22084753, 2, 16, 356, 45, 220, 
1147, 598, 1033, 598, 22084753, 1, 16, 342, 45, 220, 
1147, 598, 1014, 598, 22084753, 4, 16, 526, 45, 220, 
1147, 598, 998, 601, 22084753, 0, 16, 155, 45, 220, 
2101, 1685, 2101, 1736, 23000200, 2, 1, 9, 301, 469, 
2101, 1736, 2098, 1859, 23008400, 0, 2, 121, 9, 469, 
2101, 1736, 2101, 1900, 23008400, 3, 2, 699, 9, 469, 
2098, 1859, 2098, 1889, 23008684, 2, 3, 269, 121, 469, 
2098, 1859, 2098, 1927, 23008684, 1, 3, 451, 121, 469, 
2098, 1859, 2032, 1798, 23008684, 0, 3, 158, 121, 469, 
2098, 1859, 2098, 1985, 23008684, 3, 3, 637, 121, 469, 
2032, 1798, 1940, 1801, 23008982, 2, 4, 546, 158, 469, 
2032, 1798, 1910, 1801, 23008982, 1, 4, 347, 158, 469, 
2032, 1798, 1839, 1801, 23008982, 0, 4, 72, 158, 469, 
1839, 1801, 1758, 1798, 23009383, 2, 5, 47, 72, 469, 
1839, 1801, 1798, 1717, 23009383, 3, 5, 788, 72, 469, 
1839, 1801, 1798, 1684, 23009383, 4, 5, 652, 72, 469, 
1940, 1801, 1910, 1801, 23017182, 3, 5, 347, 546, 469, 
1940, 1801, 1838, 1801, 23017182, 2, 5, 72, 546, 469, 
1940, 1801, 1801, 1770, 23017182, 0, 5, 22, 546, 469, 
1801, 1770, 1758, 1798, 23017518, 1, 6, 47, 22, 469, 
1801, 1770, 1706, 1798, 23017518, 0, 6, 185, 22, 469, 
1801, 1770, 1673, 1798, 23017519, 4, 6, 375, 22, 469, 
2098, 1985, 2098, 1926, 23020885, 4, 4, 451, 637, 469, 
1910, 1801, 1838, 1801, 23029382, 1, 6, 72, 347, 469, 
1910, 1801, 1801, 1770, 23029382, 3, 6, 22, 347, 469, 
1910, 1801, 1798, 1717, 23029382, 2, 6, 788, 347, 469, 
1910, 1801, 1798, 1683, 23029382, 4, 6, 652, 347, 469, 
1838, 1801, 1798, 1717, 23033582, 4, 7, 788, 72, 469, 
1673, 1798, 1587, 1801, 23033719, 2, 7, 224, 375, 469, 
2098, 1926, 2032, 1798, 23037085, 0, 5, 158, 451, 469, 
2032, 1798, 1940, 1801, 23037499, 2, 6, 546, 158, 469, 
2032, 1798, 1909, 1801, 23037500, 1, 6, 347, 158, 469, 
2032, 1798, 1838, 1801, 23037500, 0, 6, 72, 158, 469, 
1838, 1801, 1801, 1770, 23037836, 3, 7, 22, 72, 469, 
1838, 1801, 1706, 1798, 23037836, 2, 7, 185, 72, 469, 
1838, 1801, 1673, 1798, 23037836, 1, 7, 375, 72, 469, 
1587, 1801, 1498, 1751, 23041919, 2, 8, 827, 224, 469, 
1587, 1801, 1501, 1719, 23041919, 3, 8, 89, 224, 469, 
1587, 1801, 1498, 1887, 23041919, 1, 8, 152, 224, 469, 
1587, 1801, 1444, 1798, 23041919, 0, 8, 67, 224, 469, 
1587, 1801, 1501, 1683, 23041919, 4, 8, 276, 224, 469, 
1444, 1798, 1411, 1798, 23042190, 4, 9, 217, 67, 469, 
1498, 1887, 1498, 1937, 23046119, 4, 9, 331, 152, 469, 
1498, 1887, 1498, 1958, 23046120, 3, 9, 536, 152, 469, 
1498, 1887, 1444, 1798, 23046120, 1, 9, 67, 152, 469, 
1498, 1887, 1411, 1798, 23046120, 0, 9, 217, 152, 469, 
1498, 1887, 1353, 1801, 23046120, 2, 9, 529, 152, 469, 
1411, 1798, 1358, 1798, 23046456, 3, 10, 408, 217, 469, 
1411, 1798, 1353, 1801, 23046456, 2, 10, 529, 217, 469, 
1411, 1798, 1333, 1801, 23046456, 1, 10, 334, 217, 469, 
1411, 1798, 1307, 1801, 23046456, 0, 10, 163, 217, 469, 
1307, 1801, 1201, 1744, 23046740, 3, 11, 66, 163, 469, 
1307, 1801, 1201, 1719, 23046741, 0, 11, 199, 163, 469, 
1307, 1801, 1198, 1900, 23046741, 4, 11, 182, 163, 469, 
1307, 1801, 1201, 1679, 23046741, 1, 11, 395, 163, 469, 
1201, 1719, 1201, 1744, 23047142, 0, 12, 66, 199, 469, 
1201, 1744, 1198, 1878, 23047452, 1, 13, 41, 66, 469, 
1198, 1878, 1123, 1798, 23051652, 2, 14, 128, 41, 469, 
1198, 1878, 1076, 1798, 23051653, 1, 14, 271, 41, 469, 
1198, 1878, 1055, 1798, 23051653, 0, 14, 461, 41, 469, 
1198, 1878, 1032, 1801, 23051653, 3, 14, 500, 41, 469, 
1055, 1798, 973, 1801, 23052015, 3, 15, 314, 461, 469, 
1498, 1937, 1498, 1958, 23062320, 4, 10, 536, 331, 469, 
973, 1801, 898, 1819, 23064215, 3, 16, 30, 314, 469, 
973, 1801, 901, 1755, 23064215, 2, 16, 75, 314, 469, 
973, 1801, 898, 1736, 23064215, 4, 16, 819, 314, 469, 
973, 1801, 898, 1899, 23064215, 1, 16, 231, 314, 469, 
1498, 1958, 1498, 1936, 23078520, 4, 11, 331, 536, 469, 
1498, 1958, 1411, 1798, 23078520, 0, 11, 217, 536, 469, 
1411, 1798, 1358, 1798, 23078778, 3, 12, 408, 217, 469, 
1411, 1798, 1352, 1801, 23078778, 2, 12, 529, 217, 469, 
1411, 1798, 1332, 1801, 23078778, 1, 12, 334, 217, 469, 
1411, 1798, 1306, 1801, 23078778, 0, 12, 163, 217, 469, 
1306, 1801, 1201, 1744, 23079076, 3, 13, 66, 163, 469, 
1306, 1801, 1201, 1720, 23079076, 0, 13, 199, 163, 469, 
1306, 1801, 1198, 1899, 23079076, 4, 13, 182, 163, 469, 
1201, 1720, 1201, 1744, 23079477, 0, 14, 66, 199, 469, 
1498, 1936, 1498, 1958, 23094720, 4, 12, 536, 331, 469, 
1198, 1899, 1198, 1932, 23095276, 3, 14, 392, 182, 469, 
1198, 1899, 1124, 1798, 23095276, 1, 14, 128, 182, 469, 
1124, 1798, 1055, 1798, 23099477, 4, 15, 461, 128, 469, 
1124, 1798, 1031, 1801, 23099477, 3, 15, 500, 128, 469, 
